AnnoScolastico,AreaGeografica,Regione,Provincia,CodiceIstitutoRiferimento,DenominazioneIstitutoRiferimento,CodiceScuola,DenominazioneScuola,IndirizzoScuola,CAPScuola,CodiceComuneScuola,DescrizioneComune,DescrizioneCaratteristicaScuola,DescrizioneTipologiaGradoIstruzioneScuola,IndicazioneSedeDirettivo,IndicazioneSedeOmnicomprensivo,IndirizzoEmailScuola,IndirizzoPecScuola,SitoWebScuola,SedeScolastica
202526,ISOLE,SICILIA,TRAPANI,TPIS02100E,I.S. G.B.FERRIGNO V. ACCARDI - V. TITONE,TPTD02101R,"I.T.C. ""G.B.FERRIGNO"" C/VETRANO",VIA G. GENTILE S.N.C.,91022,C286,CASTELVETRANO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS02100E@istruzione.it,Non Disponibile,www.ferrignoaccardititone.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS02300R,IIS - N. GALLO - L. SCIASCIA,AGTD02351C,"I.T.C. "" L. SCIASCIA "" SERALE",VIA G. LA PIRA 10,92014,F299,PORTO EMPEDOCLE,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS02300R@istruzione.it,Non Disponibile,www.isgallosciascia.edu.it,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS02300A,"I.I.S.S ""MAJORANA""",SRTD023501,MAJORANA- SERALE,VIA A. LABRIOLA,96012,A522,AVOLA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS02300A@istruzione.it,Non Disponibile,www.istitutomajoranaavola.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS018007,I.I.S. P. DOMINA PETRALIA SOTTANA,PATD01801D,IST.TEC. COSTR. AMBIENTE E TERRITORIO,PIAZZA MATTEOTTI 1,90028,G792,POLIZZI GENEROSA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,PAIS018007@istruzione.it,Non Disponibile,https//iispietrodomina.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS007007,"I.I.S. ""C.M. CARAFA"" - MAZZARINO E RIESI",CLTD00750T,CORSO SERALE - C.A.T. - MAZZARINO,Non Disponibile,Non Disponibile,F065,MAZZARINO,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,CLIS007007@istruzione.it,Non Disponibile,isisscarafa.org,NO
202526,ISOLE,SICILIA,CATANIA,CTTF03000R,ITI CANNIZZARO,CTTF030517,CANNIZZARO,VIA CARLO PISACANE 1,95122,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTTF03000R@istruzione.it,Non Disponibile,www.cannizzaroct.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS00800V,IS ISA CONTI ELLER VAINICHER,METD008015,ISA CONTI ELLER VAINICHER,VIA TORRENTE S.LUCIA,98055,E606,LIPARI,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,MEIS00800V@istruzione.it,Non Disponibile,www.isaconti.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS03200D,DAMIANI ALMEYDA - FRANCESCO CRISPI,PATD032504,ALMEYDA - CRISPI,LARGO MARIO MINEO 4,Non Disponibile,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS03200D@istruzione.it,Non Disponibile,www.iisdamianialmeyda-crispi.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS02100T,ARCHIMEDE,RGTD02150C,ARCHIMEDE -ALBERTI SERALE,VIA FABRIZIO 10,97015,F258,MODICA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,RGIS02100T@istruzione.it,Non Disponibile,www.archimedemodica.edu.it,NO
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS022009,"I.I.S. ""E. MORSELLI - L. STURZO""",CLTF022517,CORSO SERALE MECC. - GELA,VIA PITAGORA,93012,D960,GELA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CLIS022009@istruzione.it,Non Disponibile,www.morsellisturzo.edu.it,NO
202526,ISOLE,SICILIA,PALERMO,PATD09000P,CARLO ALBERTO DALLA CHIESA,PATD090504,ITC C.A.DALLA CHIESA SERALE,CORSO DEI MILLE,90047,G348,PARTINICO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PATD09000P@istruzione.it,Non Disponibile,www.itdallachiesa.gov.it,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS009004,"IS ""RUIZ"" DI AUGUSTA",SRTF009512,IST.TEC. IND.LE AUGUSTA SERALE,VIA CATANIA 83,96011,A494,AUGUSTA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS009004@istruzione.it,Non Disponibile,www.2superioreaugusta.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS023006,IS CARLO GEMMELLARO,CTTD02350R,CARLO GEMMELLARO SERALE,CORSO INDIPENDENZA 229,95122,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS023006@istruzione.it,Non Disponibile,www.iis-gemmellaro.edu.it,NO
202526,ISOLE,SICILIA,TRAPANI,TPIS028009,"I.I.S. ""S.CALVINO - G. B. AMICO""",TPTL028012,"I.T.G. I.T.T. ""G.B. AMICO"" TRAPANI",VIA SALEMI N.49,91100,L331,TRAPANI,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TPIS028009@istruzione.it,Non Disponibile,www.iscalvinoamico.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01600N,IIS - DON MICHELE ARENA,AGTD01601X,"ITC ""DON MICHELE ARENA""",VIA GIOTTO,92019,I533,SCIACCA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS01600N@istruzione.it,Non Disponibile,https//www.iissarena.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,METD08000A,"ITET ""E. FERMI"" ECONOMICO E TECNOLOGICO",METD08050Q,"ITET ""E. FERMI"" ECON. E TECN. (SERALE)",VIA PITAGORA N. 42,98051,A638,BARCELLONA POZZO DI GOTTO,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,METD08000A@istruzione.it,Non Disponibile,www.itcgtfermi.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTTB01000A,ITAER A. FERRARIN,CTTB01000A,ITAER A. FERRARIN,VIA GALERMO 172,95123,C351,CATANIA,NORMALE,ISTITUTO TECNICO AERONAUTICO,SI,Non Disponibile,CTTB01000A@istruzione.it,cttb01000a@pec.istruzione.it,www.itaerferrarin.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS03400L,I.S. DE FELICE GIUFFRIDA - OLIVETTI,CTTD03401V,ITC DE FELICE GIUFFRIDA,PIAZZA ROMA 4,95125,C351,CATANIA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS03400L@istruzione.it,Non Disponibile,www.defeliceolivetti.gov.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS01200Q,"""A. DAMIANI"" MARSALA",TPTA01201G,"IST. TEC. AGRARIO ""A. DAMIANI"" MARSALA",VIA TRAPANI 218,91025,E974,MARSALA,CONVITTO ANNESSO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,TPIS01200Q@istruzione.it,Non Disponibile,www.istitutodamiani.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,MEIS03300G,"I.I.S.S. ""PUGLIATTI "" TAORMINA",METD03302V,FURCI SICULO,VIA MARCONI,98023,D824,FURCI SICULO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,MEIS03300G@istruzione.it,Non Disponibile,https//www.iisspugliatti.edu.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS02100E,I.S. G.B.FERRIGNO V. ACCARDI - V. TITONE,TPTL02151L,ISTITUTO TECNICO PER GEOMETRI,VIA ROMA PROLUNGAMENTO,91021,B521,CAMPOBELLO DI MAZARA,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TPIS02100E@istruzione.it,Non Disponibile,www.gbferrigno.edu.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS021005,IIS - FRANCESCO CRISPI,AGTD02101B,ITCG GIOVANNI XXIII,VIA PRESTI N. 2,92016,H269,RIBERA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,AGIS021005@istruzione.it,Non Disponibile,www.istitutosuperiorecrispiribera.edu.it,SI
202526,ISOLE,SICILIA,ENNA,ENIS017006,"I.I.S. ""L. DA VINCI""",ENTD01701C,LEONARDO DA VINCI,VIA VITTORIO ALFIERI 6,94015,G580,PIAZZA ARMERINA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,ENIS017006@istruzione.it,Non Disponibile,www.iisdavinciarmerina.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTTF140008,"ITIS ""G. FERRARIS""",CTTF140008,"ITIS ""G. FERRARIS""",VIA G. MOTTA N.85,95037,H922,SAN GIOVANNI LA PUNTA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,CTTF140008@istruzione.it,cttf140008@pec.istruzione.it,https//www.itisgferraris.edu.it/,SI
202526,ISOLE,SICILIA,MESSINA,MEIS02400R,ITC CAPO D'ORLANDO MERENDINO,METD024013,ITC CAPO D'ORLANDO MERENDINO,C/DA SANTA LUCIA,98071,B666,CAPO D'ORLANDO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,MEIS02400R@istruzione.it,Non Disponibile,www.merendino.edu.it,SI
202526,ISOLE,SICILIA,RAGUSA,RGIS017006,ENRICO FERMI,RGTD01701C,I.T.C.G. ENRICO FERMI,VIA COMO N.435,97019,M088,VITTORIA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,RGIS017006@istruzione.it,Non Disponibile,http//www.fermivittoria.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS011004,"""PIER LUIGI NERVI- ALAIMO "" LENTINI",SRTD01101A,IST. TEC. COMM. LENTINI,VIA RICCARDO DA LENTINI 89B,96016,E532,LENTINI,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS011004@istruzione.it,Non Disponibile,https//www.istitutonervialaimo.edu.it/,SI
202526,ISOLE,SICILIA,RAGUSA,RGIS00800B,QUINTINO CATAUDELLA,RGTD00801N,"I.T.C. "" Q.CATAUDELLA """,VIA PRIMULA,97018,I535,SCICLI,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,RGIS00800B@istruzione.it,Non Disponibile,www.istitutocataudella.it/,SI
202526,ISOLE,SICILIA,CATANIA,CTIS03900Q,"I.I.S. ""E. FERMI - GUTTUSO""",CTTF039018,ITI ENRICO FERMI,VIA NUNZIO MACCARRONE 4,95014,E017,GIARRE,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS03900Q@istruzione.it,Non Disponibile,www.isfermiguttuso.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS024006,"I.S. ""RIZZA-INSOLERA""",SRTH024016,G.A.DELLA TARGIA,PIAZZA DEI MATILA N. 9,96100,I754,SIRACUSA,NORMALE,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,SRIS024006@istruzione.it,Non Disponibile,www.istitutorizza.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRTF01000Q,E.FERMI,SRTF01000Q,E.FERMI,VIA TORINO N: 137,96100,I754,SIRACUSA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,SRTF01000Q@istruzione.it,srtf01000q@pec.istruzione.it,https//www.fermisiracusa.edu.it/,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS029009,L. EINAUDI,SRTL029023,IIS EINAUDI - ITG - CASA RECLUS. BRUCOLI,CONTRADA PIANO IPPOLITO 1,96011,A494,AUGUSTA,SPEC. PER CARCERARI,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,SRIS029009@istruzione.it,Non Disponibile,http//www.istitutoraelinoto.gov.it/,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS008004,POLO STATALE I.S.S. PIERSANTI MATTARELLA,TPTD00802B,"TECNICO TURISMO - ITC ""P. MATTARELLA""",VIA FLEMING 19,91014,C130,CASTELLAMMARE DEL GOLFO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS008004@istruzione.it,Non Disponibile,www.mattarelladolci.edu.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPTD02000X,"I.T.E.T. ""G. CARUSO"" ALCAMO",TPTD02000X,"I.T.E.T. ""G. CARUSO"" ALCAMO",VIA J.F. KENNEDY N. 2,91011,A176,ALCAMO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,SI,Non Disponibile,TPTD02000X@istruzione.it,tptd02000x@pec.istruzione.it,www.gcaruso.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTTF01000G,ISTITUTO TECNICO ARCHIMEDE,CTTF010501,ISTITUTO TECNICO ARCHIMEDE,VIALE REGINA MARGHERITA 22,95123,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTTF01000G@istruzione.it,Non Disponibile,www.itisarchimede.com/index.php?option=com_content&view=article&id=479&Itemid=250,NO
202526,ISOLE,SICILIA,PALERMO,PATN01000Q,MARCO POLO,PATN01000Q,MARCO POLO,VIA UGO LA MALFA 113,90146,G273,PALERMO,NORMALE,ISTITUTO TECNICO PER IL TURISMO,SI,Non Disponibile,PATN01000Q@istruzione.it,patn01000q@pec.istruzione.it,https//www.itetmarcopolo.edu.it/,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS01200P,"I.I.S. ""S. MOTTURA""",CLTF01251L,CORSO SERALE S. MOTTURA - CALTANISSETTA,VIALE DELLA REGIONE 71,93100,B429,CALTANISSETTA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CLIS01200P@istruzione.it,Non Disponibile,www.istitutomottura.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS03700V,"I.I.S. ""A.M.JACI - CAIO DUILIO""",METH03701V,"I.T.T.L. ""CAIO DUILIO""",VIA GIUSEPPE LA FARINA N.70,98123,F158,MESSINA,NORMALE,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,MEIS03700V@istruzione.it,Non Disponibile,www.jaci.edu.it,SI
202526,ISOLE,SICILIA,RAGUSA,RGIS00800B,QUINTINO CATAUDELLA,RGTA008017,I.T.A. SCICLI,C/DA BOMMACCHIELLA S.N.C.,97018,I535,SCICLI,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,RGIS00800B@istruzione.it,Non Disponibile,www.istitutocataudella.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS001009,I.S. AMARI-RIZZO-PANTANO GIARRE-RIPOSTO,CTTH001019,LUIGI RIZZO - NAPOLEONE COLAJANNI,VIA FEDERICO CAFIERO N. 2,95018,H325,RIPOSTO,NORMALE,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,CTIS001009@istruzione.it,Non Disponibile,https//www.iisamari.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01100E,IIS - ENRICO FERMI - RE CAPRIATA,AGTL01151L,"I.T.G.""I.G.CURELLA"" (CORSO SERALE)",VIA PALMA N.322,92027,E573,LICATA,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,AGIS01100E@istruzione.it,Non Disponibile,www.fermilicata.gov,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS011004,"""PIER LUIGI NERVI- ALAIMO "" LENTINI",SRTF011512,I.T.I. CARLENTINI-SERALE-,VIA CAPORALE MORELLI 4,96013,B787,CARLENTINI,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS011004@istruzione.it,Non Disponibile,www.istitutonervialaimo.edu.it/,NO
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS01300E,"I.I.S. ""L. RUSSO""",CLTE013018,LUIGI RUSSO,VIA LEONE XIII 48/D,93100,B429,CALTANISSETTA,NORMALE,ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF),NO,Non Disponibile,CLIS01300E@istruzione.it,Non Disponibile,www.iissrusso.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS01600G,IS MAJORANA,PATF016014,ITI MAJORANA,VIA G. ASTORINO 56,90146,G273,PALERMO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,PAIS01600G@istruzione.it,Non Disponibile,www.majoranapa.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,MEIS027008,VERONA TRENTO - MESSINA,METF02701R,"IST. TECN. TECNOLOGICO ""VERONA TRENTO""",VIA UGO BASSI IS 148,98122,F158,MESSINA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,MEIS027008@istruzione.it,Non Disponibile,www.veronatrento.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS02100E,I.S. G.B.FERRIGNO V. ACCARDI - V. TITONE,TPTL021017,I.T.G. V. ACCARDI - CAMPOBELLO DI MAZARA,VIA ROMA - PROLUNGAMENTO,91021,B521,CAMPOBELLO DI MAZARA,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TPIS02100E@istruzione.it,Non Disponibile,www.gbferrigno.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,MEIS019009,"IST.ISTR.SUP. ""ANTONELLO"" MESSINA",METN01901D,IST. TECNICO TURISMO GRAFICA ANTONELLO,VIALE GIOSTRA 2,98121,F158,MESSINA,NORMALE,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,MEIS019009@istruzione.it,Non Disponibile,www.isminutoli.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS01100X,IISS BENEDETTO RADICE,CTTD011016,BENEDETTO RADICE,VIA SARAJEVO1,95034,B202,BRONTE,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS01100X@istruzione.it,Non Disponibile,www.isradice.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS042004,S.D'ACQUISTO BAGHERIA,PATF04201L,IST. TECNICO D'ACQUISTO,VIA CONSOLARE,90011,A546,BAGHERIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,PAIS042004@istruzione.it,Non Disponibile,https//www.iisdacquistobagheria.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS018009,IIS - GIUDICI SAETTA E LIVATINO,AGTD01850X,GINO ZAPPA,Non Disponibile,Non Disponibile,B520,CAMPOBELLO DI LICATA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS018009@istruzione.it,Non Disponibile,www.saettalivatino.it,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS01400G,MICHELANGELO BARTOLO,SRTF01451D,"I.T.I.""BARTOLO"" SERALE",VIA FIUME,96018,G211,PACHINO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS01400G@istruzione.it,Non Disponibile,www.istitutobartolo.edu.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS027002,A. VOLTA,PATF02750V,IST.TECN.IND.ALESSANDRO VOLTA,VIA PASSAGGIO DEI PICCIOTTI N.1,90123,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,PAIS027002@istruzione.it,Non Disponibile,www.itivolta.pa.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS039008,I.I.S. G. D'ALESSANDRO,PATD03901E,ITC SEZ. ST. CIMINNA,VIA C.A. DALLA CHIESA,90023,C696,CIMINNA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS039008@istruzione.it,Non Disponibile,https//www.iisdalessandro.edu.it/lsdalessandro/,NO
202526,ISOLE,SICILIA,PALERMO,PATF030009,I.T.S.T. VITTORIO EMANUELE III,PATF03050P,I.T.I.V.E.III SERALE,VIA DUCA DELLA VERDURA 48,90143,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,PATF030009@istruzione.it,Non Disponibile,www.itive3pa.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS04300B,MARCONI-MANGANO,CTTF04301X,ITI G.MARCONI,VIA VESCOVO MAURIZIO82,95126,C351,CATANIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS04300B@istruzione.it,Non Disponibile,www.iismarconi-mangano.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS01300E,"I.I.S. ""L. RUSSO""",CLTE01350L,CORSO SERALE BIOTEC. - CALTANISSETTA,VIA LEONE XIII 48/D,93100,B429,CALTANISSETTA,PERCORSO II LIVELLO,ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF),NO,Non Disponibile,CLIS01300E@istruzione.it,Non Disponibile,www.issrusso.gov.it,NO
202526,ISOLE,SICILIA,CALTANISSETTA,CLTD090005,"I.T.E.T. ""RAPISARDI-DA VINCI""",CLTD090027,"""M. RAPISARDI"" CARCERARIO - CALTANISSETT",VIALE REGINA MARGHERITA,93100,B429,CALTANISSETTA,SPEC. PER CARCERARI,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CLTD090005@istruzione.it,Non Disponibile,www.hodierna.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01100E,IIS - ENRICO FERMI - RE CAPRIATA,AGTD01101R,"ITC ""F. RE CAPRIATA""",VIA CAMPOBELLO,92027,E573,LICATA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS01100E@istruzione.it,Non Disponibile,http//www.amatovetranosciacca.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS011004,"""PIER LUIGI NERVI- ALAIMO "" LENTINI",SRTD01152R,CORSO SERALE,Non Disponibile,Non Disponibile,D768,FRANCOFONTE,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS011004@istruzione.it,Non Disponibile,www.istitutonervialaimo.edu.it/,NO
202526,ISOLE,SICILIA,PALERMO,PAIS01100C,I.I.S.S. LERCARA FRIDDI,PATF011011,M. PICONE,C.SO VITTORIO EMANUELE III,90029,L603,VALLEDOLMO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,PAIS01100C@istruzione.it,Non Disponibile,www.icsustica.it,NO
202526,ISOLE,SICILIA,TRAPANI,TPIS02600N,"I.I.S. ""F. FERRARA"" MAZARA DEL VALLO",TPTD02601X,"I.T.S.E. ""F. FERRARA"" MAZARA DEL VALLO",VIA SAN PIO N.4 C/DA AFFACCIATA,91026,F061,MAZARA DEL VALLO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS02600N@istruzione.it,Non Disponibile,www.iisferraramazara.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS011004,"""PIER LUIGI NERVI- ALAIMO "" LENTINI",SRTF01101L,I.T.I. CARLENTINI,VIA CAPORALE MORELLI 4,96013,B787,CARLENTINI,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS011004@istruzione.it,Non Disponibile,https//www.istitutonervialaimo.edu.it/,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS02200A,"I.I.S.S. ""SCIASCIA E BUFALINO"" ERICE",TPTD02203P,"IST.TEC. ECONOMICO ""SCIASCIA E BUFALINO""",VIA SIMONE CATALANO N. 203,91019,G319,VALDERICE,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS02200A@istruzione.it,Non Disponibile,www.sciasciaebufalino.edu.it/,SI
202526,ISOLE,SICILIA,CATANIA,CTTD22000N,"I.T.E.T. ""ENRICO DE NICOLA""",CTTD220503,"IIS ""ENRICO DE NICOLA"" - CORSO SIRIO",VIA G. MOTTA N.87,95037,H922,SAN GIOVANNI LA PUNTA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTTD22000N@istruzione.it,Non Disponibile,www.denicola.edu.it,NO
202526,ISOLE,SICILIA,CALTANISSETTA,CLTD090005,"I.T.E.T. ""RAPISARDI-DA VINCI""",CLTD090016,"""M. RAPISARDI"" CARCERARIO - SAN CATALDO",PIAZZA MARCONI 1,93017,H792,SAN CATALDO,SPEC. PER CARCERARI,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CLTD090005@istruzione.it,Non Disponibile,www.hodierna.it,SI
202526,ISOLE,SICILIA,RAGUSA,RGIS017006,ENRICO FERMI,RGTA017012,I.T.A. - VITTORIA,VIA SAN MARTINO,97019,M088,VITTORIA,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,RGIS017006@istruzione.it,Non Disponibile,www.fermivittoria.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS026008,IIS - ARCHIMEDE,AGTD02601E,"ITIA ""ARCHIMEDE""",VIALE KENNEDY N. 29,92025,C275,CASTELTERMINI,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS026008@istruzione.it,Non Disponibile,www.iiss-archimede.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS024006,"I.S. ""RIZZA-INSOLERA""",SRTH02451G,IST.TEC.NAUTICO-CORSO SERALE,Non Disponibile,96100,I754,SIRACUSA,PERCORSO II LIVELLO,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,SRIS024006@istruzione.it,Non Disponibile,www.istitutorizza.gov.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS01100C,I.I.S.S. LERCARA FRIDDI,PATL01150D,ITG. VICARI,VIA SOPRA LE AIE,90020,L837,VICARI,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,PAIS01100C@istruzione.it,Non Disponibile,https//www.iislercarafriddi.edu.it/,NO
202526,ISOLE,SICILIA,CATANIA,CTIS001009,I.S. AMARI-RIZZO-PANTANO GIARRE-RIPOSTO,CTTD001511,SERALE ISTITUTO TECNICO COMMERCIALE,VIA ROMA 66,95018,H325,RIPOSTO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS001009@istruzione.it,Non Disponibile,Non Disponibile,NO
202526,ISOLE,SICILIA,CATANIA,CTIS03900Q,"I.I.S. ""E. FERMI - GUTTUSO""",CTTF03951N,ENRICO FERMI,VIA NUNZIO MACCARRONE 4,95014,E017,GIARRE,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS03900Q@istruzione.it,Non Disponibile,www.isfermiguttuso.gov.it,NO
